,Ticker,Date, Close/Last, Volume, Open, High, Low
126,UAL,2019-11-20,91.7,3133884,92.75,93.46,90.85
127,UAL,2019-11-19,93.29,1606663,93.13,93.72,92.42
128,UAL,2019-11-18,92.77,1808656,92.45,92.79,91.45
129,UAL,2019-11-15,92.51,1552721,93.0,93.5,92.32
130,UAL,2019-11-14,92.52,1051767,92.75,92.95,91.9
131,UAL,2019-11-13,92.42,1863345,92.62,92.98,92.04
132,UAL,2019-11-12,92.72,1543614,93.44,93.88,92.66
133,UAL,2019-11-11,93.53,1127088,92.85,93.82,92.67
134,UAL,2019-11-08,93.44,914941,93.81,93.86,92.605
135,UAL,2019-11-07,93.8,3014104,94.0,95.16,93.56
136,UAL,2019-11-06,93.34,1179340,93.42,93.6,92.58
137,UAL,2019-11-05,93.12,2623950,92.63,93.62,92.46
138,UAL,2019-11-04,92.39,1905931,92.31,92.96,92.03
139,UAL,2019-11-01,91.65,2248324,91.65,92.52,91.29
140,UAL,2019-10-31,90.84,1997503,91.12,91.4,90.41
141,UAL,2019-10-30,91.67,1694758,91.05,91.89,90.41
142,UAL,2019-10-29,91.03,1552535,91.88,92.38,90.9
143,UAL,2019-10-28,92.19,1841018,91.83,92.8,91.78
144,UAL,2019-10-25,91.64,2218463,89.68,91.84,89.67
145,UAL,2019-10-24,89.81,2294969,90.59,91.51,89.22
146,UAL,2019-10-23,89.9,1644482,89.65,90.17,88.95
147,UAL,2019-10-22,89.71,2033340,90.68,91.05,89.62
148,UAL,2019-10-21,90.78,2066314,90.49,91.5,90.49
149,UAL,2019-10-18,90.085,2722683,89.43,90.755,89.33
150,UAL,2019-10-17,89.46,2493214,90.2,90.4068,88.93
151,UAL,2019-10-16,89.7,6805187,89.35,90.84,88.22
152,UAL,2019-10-15,87.88,4746893,87.28,88.66,86.68
153,UAL,2019-10-14,86.97,3457479,87.11,87.15,86.24
154,UAL,2019-10-11,87.15,2461176,88.52,89.13,87.12
155,UAL,2019-10-10,87.34,2830522,85.39,87.76,84.73
156,UAL,2019-10-09,86.46,3163430,85.74,87.51,85.73
157,UAL,2019-10-08,84.69,2575541,84.25,86.12,83.9
158,UAL,2019-10-07,84.85,2124385,83.61,85.26,83.61
159,UAL,2019-10-04,84.29,1957962,83.53,84.47,83.12
160,UAL,2019-10-03,83.27,2768483,83.61,83.61,80.87
161,UAL,2019-10-02,83.69,4346907,86.0,86.85,82.0552
162,UAL,2019-10-01,87.84,2429757,89.15,90.19,87.23
163,UAL,2019-09-30,88.41,1959398,88.4,88.98,87.91
164,UAL,2019-09-27,88.14,1668260,88.85,90.3,87.82
165,UAL,2019-09-26,88.45,1306010,89.38,89.55,87.77
166,UAL,2019-09-25,89.17,1744522,88.24,89.88,88.24
167,UAL,2019-09-24,88.3,1563720,88.97,89.2,87.51
168,UAL,2019-09-23,88.21,3178752,88.62,88.88,87.42
169,UAL,2019-09-20,89.09,2764305,89.47,90.0507,88.92
170,UAL,2019-09-19,89.42,2367602,90.35,90.62,89.18
171,UAL,2019-09-18,90.23,2174822,89.7,90.29,88.94
172,UAL,2019-09-17,89.98,3635129,89.38,91.26,88.79
173,UAL,2019-09-16,88.76,3438150,88.3,90.1273,88.17
174,UAL,2019-09-13,91.35,3000707,90.41,91.84,89.75
175,UAL,2019-09-12,89.38,2724658,88.68,89.83,88.55
176,UAL,2019-09-11,88.38,2431520,87.62,88.87,87.17
177,UAL,2019-09-10,87.56,1711943,87.2,87.785,86.605
178,UAL,2019-09-09,87.33,2123125,86.49,87.73,85.91
179,UAL,2019-09-06,86.3,2345125,86.37,87.44,86.2
180,UAL,2019-09-05,85.84,2968888,84.69,86.87,84.69
181,UAL,2019-09-04,83.91,2739635,83.0,84.86,83.0
182,UAL,2019-09-03,83.15,2350081,83.64,83.76,82.25
183,UAL,2019-08-30,84.31,1929469,85.2,85.68,84.09
184,UAL,2019-08-29,84.69,4085102,83.23,85.13,83.23
185,UAL,2019-08-28,82.45,2299537,81.52,82.99,81.17
186,UAL,2019-08-27,81.94,2213751,84.28,84.705,81.75
187,UAL,2019-08-26,83.58,1851387,83.42,83.63,82.45
188,UAL,2019-08-23,82.53,3674673,85.06,85.65,82.22
189,UAL,2019-08-22,85.56,1310135,85.3,85.87,84.69
190,UAL,2019-08-21,85.29,1672641,84.67,85.67,84.626
191,UAL,2019-08-20,84.03,1495009,83.65,84.43,83.21
192,UAL,2019-08-19,83.89,2268781,84.02,84.93,83.805
193,UAL,2019-08-16,82.94,2294252,82.25,83.31,81.84
194,UAL,2019-08-15,81.62,3236384,82.04,82.23,80.828
195,UAL,2019-08-14,81.95,3250818,83.05,83.58,80.78
196,UAL,2019-08-13,84.56,2669290,84.15,86.28,83.525
197,UAL,2019-08-12,84.71,2185046,86.24,86.24,83.95
198,UAL,2019-08-09,86.98,2078719,87.46,87.83,86.1
199,UAL,2019-08-08,87.63,1419870,86.71,87.98,86.59
200,UAL,2019-08-07,86.48,2380052,84.72,86.96,84.03
201,UAL,2019-08-06,85.46,2369853,85.91,86.5722,84.97
202,UAL,2019-08-05,85.59,3721837,88.88,88.88,84.8
203,UAL,2019-08-02,89.43,2281848,90.01,90.245,88.83
204,UAL,2019-08-01,90.49,2518736,92.03,93.04,89.73
205,UAL,2019-07-31,91.91,2125262,93.56,93.82,91.48
206,UAL,2019-07-30,93.93,1717369,92.83,93.97,92.48
207,UAL,2019-07-29,93.44,1957136,93.44,94.05,93.13
208,UAL,2019-07-26,93.36,1684835,94.02,94.44,93.23
209,UAL,2019-07-25,93.93,3196204,94.19,95.11,92.96
210,UAL,2019-07-24,95.11,2344366,94.91,95.455,94.24
211,UAL,2019-07-23,94.93,2105228,94.14,94.98,93.75
212,UAL,2019-07-22,93.83,2305149,94.07,95.06,93.77
213,UAL,2019-07-19,93.83,3361100,95.38,96.03,93.54
214,UAL,2019-07-18,95.28,3300545,94.32,95.48,93.88
215,UAL,2019-07-17,94.78,6019468,94.03,95.246,92.34
216,UAL,2019-07-16,93.92,4706092,91.81,94.4999,91.8
217,UAL,2019-07-15,91.32,2388252,91.6,92.43,91.15
218,UAL,2019-07-12,91.23,2895023,89.7,91.52,89.625
219,UAL,2019-07-11,89.48,2262280,89.51,90.6,89.0
220,UAL,2019-07-10,89.51,2395319,90.31,91.07,88.92
221,UAL,2019-07-09,89.46,3912846,90.38,90.93,89.21
222,UAL,2019-07-08,90.67,2514955,90.16,91.48,90.1
223,UAL,2019-07-05,90.59,3227673,90.39,90.95,89.07
224,UAL,2019-07-03,90.67,1647124,89.14,91.08,89.14
225,UAL,2019-07-02,88.87,2237183,89.21,90.0,87.95
226,UAL,2019-07-01,88.45,4017249,88.84,89.72,87.77
227,UAL,2019-06-28,87.55,3025379,86.66,87.74,86.66
228,UAL,2019-06-27,86.43,1394847,85.65,86.86,85.13
229,UAL,2019-06-26,85.33,2034693,85.38,85.81,84.75
230,UAL,2019-06-25,85.06,2481284,86.63,87.23,84.81
231,UAL,2019-06-24,86.55,1507828,86.78,87.11,86.055
232,UAL,2019-06-21,86.72,2461939,86.31,88.16,86.31
233,UAL,2019-06-20,87.14,3261860,89.32,89.41,85.89
234,UAL,2019-06-19,88.66,2091617,87.76,88.88,87.14
235,UAL,2019-06-18,87.4,1694109,87.42,88.66,87.105
236,UAL,2019-06-17,86.77,1820598,87.27,87.56,86.31
237,UAL,2019-06-14,87.12,1652511,87.07,87.91,86.01
238,UAL,2019-06-13,87.11,3864970,84.05,87.74,84.05
239,UAL,2019-06-12,83.79,1999992,82.86,84.29,82.84
240,UAL,2019-06-11,82.77,1894357,83.34,83.78,82.07
241,UAL,2019-06-10,82.67,1697764,83.62,84.5397,82.57
242,UAL,2019-06-07,83.27,1475833,83.09,84.85,83.09
243,UAL,2019-06-06,82.96,2390326,83.14,84.01,81.9297
244,UAL,2019-06-05,81.85,2002536,80.94,81.98,80.49
245,UAL,2019-06-04,80.52,3026503,78.86,80.67,78.55
246,UAL,2019-06-03,77.72,2065458,77.38,78.73,77.35
247,UAL,2019-05-31,77.65,3554131,78.52,79.52,77.4
248,UAL,2019-05-30,79.47,1528867,79.29,80.4,79.04
249,UAL,2019-05-29,79.25,3133154,79.5,79.5301,78.1
250,UAL,2019-05-28,79.81,2242085,80.5,80.79,79.66
251,UAL,2019-05-24,80.79,2266313,81.25,81.75,80.47
