,Time,Ticker,Asset Turnover,Average Assets,Book Value per Share,Current Ratio,Debt to Equity Ratio,Dividend Yield,EBITDA,EBITDA [USD],EBITDA Margin,Earnings before Tax,Average Equity,Enterprise Value,Enterprise Value over EBIT,Enterprise Value over EBITDA,Free Cash Flow,Free Cash Flow per Share,Foreign Currency to USD Exchange Rate,Gross Margin,Invested Capital,Invested Capital Average,Market Capitalization,Profit Margin,Price to Earnings (Damodaran Method),Price to Earnings Ratio,Price to Sales Ratio,Price to Sales (Damodaran Method),Price to Book Value,Return on Invested Capital,Sales per Share,Payout Ratio,Return on Average Assets,Return on Average Equity,Return on Sales,Tangible Asset Value,Tangible Asset Book Value per Share,Working Capital
74,2019-03-31,IBM,0.632,124480000000.0,18.526,1.3559999999999999,6.936,0.045,17666000000.0,17666000000.0,0.22399999999999998,12087000000.0,17895250000.0,159768128722.0,12.0,9.044,11967000000.0,13.452,1.0,0.467,90427000000.0,83006750000.0,125560128722.0,0.11,14.532,14.79,1.595,1.595,7.617999999999999,0.155,88.469,0.6579999999999999,0.069,0.483,0.163,91689000000.0,103.068,13834000000.0
24,2019-03-31,BA,0.865,116355500000.0,0.218,1.07,959.816,0.019,13728000000.0,13728000000.0,0.136,11098000000.0,-566500000.0,225863553226.0,19.0,16.453,13348000000.0,23.319000000000003,1.0,0.192,33037000000.0,31500500000.0,219653553226.0,0.10099999999999999,21.679000000000002,21.622,2.169,2.182,1757.2279999999998,0.368,175.86,0.40700000000000003,0.087,-17.885,0.115,108744000000.0,189.979,5894000000.0
94,2019-03-31,JNJ,0.532,153512250000.0,22.156999999999996,1.442,1.545,0.026000000000000002,24732000000.0,24732000000.0,0.303,16940000000.0,61555500000.0,384653141958.0,22.0,15.552999999999999,18470000000.0,6.942,1.0,0.6679999999999999,57202000000.0,59837000000.0,372280141958.0,0.18,25.361,25.509,4.559,4.563,6.315,0.297,30.665,0.657,0.096,0.23800000000000002,0.218,71679000000.0,26.939,12876000000.0
43,2019-04-30,CRM,0.48200000000000004,29075500000.0,21.331,0.9570000000000001,1.016,0.0,2302000000.0,2302000000.0,0.16399999999999998,1080000000.0,15068000000.0,127991850000.0,119.0,55.6,3265000000.0,4.235,1.0,0.743,9462000000.0,5850500000.0,127484850000.0,0.083,110.09100000000001,108.072,9.097999999999999,9.097999999999999,7.752000000000001,0.185,18.175,0.0,0.04,0.077,0.077,17829000000.0,23.125,-453000000.0
183,2019-04-30,WMT,2.327,221621000000.0,23.773000000000003,0.773,2.3409999999999997,0.02,26567000000.0,26567000000.0,0.052000000000000005,13364000000.0,70970500000.0,345429326213.0,22.0,13.002,15787000000.0,5.502999999999999,1.0,0.25,189414000000.0,166615500000.0,295118326213.0,0.016,35.225,35.461999999999996,0.5720000000000001,0.5720000000000001,4.327,0.095,179.72799999999998,0.721,0.038,0.11800000000000001,0.031,203128000000.0,70.801,-18149000000.0
63,2019-05-05,HD,2.346,46737500000.0,-1.946,1.045,-25.039,0.022000000000000002,17913000000.0,17913000000.0,0.163,14738000000.0,-173000000.0,248822887364.0,16.0,13.890999999999998,11096000000.0,10.078,1.0,0.34299999999999997,61908000000.0,52674000000.0,221398887364.0,0.102,19.715,20.096,2.0140000000000002,2.019,-103.31299999999999,0.299,99.579,0.446,0.24,-64.913,0.14400000000000002,49265000000.0,44.746,880000000.0
113,2019-06-28,KO,0.405,87109000000.0,4.2589999999999995,0.8290000000000001,3.8339999999999996,0.031,10654000000.0,10654000000.0,0.302,8571000000.0,17790250000.0,254314581452.0,27.0,23.87,8110000000.0,1.9,1.0,0.611,69471000000.0,69952750000.0,217230581452.0,0.19899999999999998,30.879,31.049,6.162999999999999,6.159,11.948,0.136,8.262,0.963,0.081,0.395,0.27,63081000000.0,14.777000000000001,-5022000000.0
83,2019-06-29,INTC,0.545,129105500000.0,16.782,1.484,0.745,0.026000000000000002,32349000000.0,32349000000.0,0.46,22048000000.0,73663500000.0,239646990000.0,11.0,7.4079999999999995,13665000000.0,3.06,1.0,0.605,101170000000.0,99005500000.0,214313990000.0,0.281,10.854000000000001,10.954,3.037,3.045,2.86,0.226,15.76,0.281,0.153,0.268,0.318,94927000000.0,21.255,9534000000.0
3,2019-06-29,AAPL,0.738,350920250000.0,21.103,1.505,2.3409999999999997,0.015,78153000000.0,78153000000.0,0.302,66031000000.0,106838750000.0,985286764000.0,15.0,12.607000000000001,58245000000.0,12.743,1.0,0.379,290423000000.0,321763000000.0,910644764000.0,0.215,16.351,16.73,3.492,3.516,9.441,0.205,56.674,0.25,0.159,0.521,0.255,322239000000.0,70.502,45269000000.0
13,2019-06-30,AMZN,1.492,168949000000.0,107.62899999999999,1.102,2.6060000000000003,0.0,33614000000.0,33614000000.0,0.133,14024000000.0,46036250000.0,965776220987.0,62.0,28.730999999999998,25018000000.0,50.746,1.0,0.413,142793000000.0,108788750000.0,932294220987.0,0.048,77.075,76.79,3.7039999999999997,3.699,17.57,0.14300000000000002,511.284,0.0,0.07200000000000001,0.263,0.062,176624000000.0,358.264,7112000000.0
143,2019-06-30,PFE,0.336,159720000000.0,10.71,1.47,1.6159999999999999,0.032,17999000000.0,17999000000.0,0.335,11671000000.0,63275000000.0,284062132511.0,24.0,15.782,11746000000.0,2.112,1.0,0.799,82684000000.0,79822000000.0,240856132511.0,0.23600000000000002,19.039,19.339000000000002,4.49,4.489,4.043,0.146,9.647,0.625,0.079,0.2,0.218,69823000000.0,12.554,15043000000.0
93,2019-06-30,JNJ,0.53,153450250000.0,22.915,1.3330000000000002,1.5519999999999998,0.026000000000000002,26618000000.0,26618000000.0,0.327,19008000000.0,61029500000.0,384430197869.0,20.0,14.442,18377000000.0,6.928,1.0,0.667,55813000000.0,58293000000.0,369796197869.0,0.201,22.642,22.758000000000003,4.543,4.547,6.084,0.33799999999999997,30.659000000000002,0.596,0.106,0.268,0.242,72124000000.0,27.19,10446000000.0
23,2019-06-30,BA,0.77,119622000000.0,-9.414,1.032,-24.653000000000002,0.021,7799000000.0,7799000000.0,0.085,5085000000.0,-1536750000.0,212711100276.0,38.0,27.274,8240000000.0,14.575999999999999,1.0,0.136,32309000000.0,31722000000.0,204803100276.0,0.054000000000000006,41.01,42.033,2.233,2.222,-38.482,0.177,163.02,0.87,0.042,-3.25,0.061,114449000000.0,202.457,2922000000.0
193,2019-06-30,XOM,0.7929999999999999,354435500000.0,45.231,0.736,0.848,0.043,45093000000.0,45093000000.0,0.16,25393000000.0,191189500000.0,360467726630.0,14.0,7.994,11330000000.0,2.678,1.0,0.34700000000000003,331425000000.0,326185250000.0,324228726630.0,0.063,18.297,18.465,1.153,1.153,1.694,0.08,66.464,0.802,0.05,0.09300000000000001,0.09300000000000001,360729000000.0,85.257,-18544000000.0
153,2019-06-30,PG,0.565,119723750000.0,18.968,0.7490000000000001,1.419,0.026000000000000002,9333000000.0,9333000000.0,0.138,6000000000.0,52519500000.0,302570358623.0,46.0,32.419000000000004,11895000000.0,4.742,1.0,0.486,70664000000.0,54305000000.0,275038358623.0,0.057999999999999996,70.577,75.62100000000001,4.064,4.064,5.781000000000001,0.12,26.984,1.9980000000000002,0.033,0.07400000000000001,0.096,74822000000.0,29.829,-7538000000.0
173,2019-06-30,V,0.317,70248500000.0,17.567999999999998,1.69,1.0070000000000001,0.006,15921000000.0,15921000000.0,0.715,14711000000.0,34342750000.0,354500335695.0,23.0,22.266,11516000000.0,5.781000000000001,1.0,0.848,24715000000.0,23509500000.0,346417335695.0,0.534,29.111,33.311,15.520999999999999,15.552999999999999,9.899,0.65,11.182,0.184,0.16899999999999998,0.34700000000000003,0.6859999999999999,27664000000.0,13.888,7476000000.0
73,2019-06-30,IBM,0.5870000000000001,132737500000.0,19.909000000000002,1.83,7.757000000000001,0.046,18009000000.0,18009000000.0,0.231,12077000000.0,17676500000.0,159877052187.0,12.0,8.878,13187000000.0,14.879000000000001,1.0,0.469,107059000000.0,89548750000.0,122268052187.0,0.11199999999999999,13.999,14.173,1.57,1.57,6.928999999999999,0.145,87.848,0.6509999999999999,0.066,0.494,0.16699999999999998,116640000000.0,131.60299999999998,35166000000.0
33,2019-06-30,BRK,0.355,735771250000.0,155.899,,0.977,0.0,49275000000.0,49275000000.0,0.18899999999999997,35493000000.0,368932500000.0,594129802055.0,15.0,12.057,23116000000.0,9.421,1.0,0.248,703080000000.0,685619750000.0,523075802055.0,0.111,18.111,18.096,2.004,2.004,1.367,0.057,106.369,0.0,0.039,0.078,0.151,647807000000.0,264.002,
133,2019-06-30,MSFT,0.47200000000000003,266578750000.0,13.335999999999999,2.529,1.8,0.013000000000000001,55370000000.0,55370000000.0,0.44,43688000000.0,93822250000.0,973965088560.0,22.0,17.59,38260000000.0,4.986000000000001,1.0,0.659,111907000000.0,108099750000.0,1026511088560.0,0.312,26.16,26.215,8.168,8.157,10.031,0.40399999999999997,16.401,0.35200000000000004,0.147,0.418,0.34700000000000003,236780000000.0,30.859,106132000000.0
103,2019-06-30,JPM,0.042,2675570500000.0,80.97399999999999,,9.362,0.026000000000000002,48514000000.0,48514000000.0,0.436,40363000000.0,259630750000.0,644947178158.0,16.0,13.294,-81123000000.0,-24.956,1.0,1.0,2956481000000.0,2850636250000.0,362676178158.0,0.292,11.147,11.373,3.264,3.258,1.3780000000000001,0.013999999999999999,34.247,0.301,0.012,0.125,0.363,2674077000000.0,822.6410000000001,
53,2019-06-30,GOOGL,0.62,239195000000.0,276.836,3.985,0.33799999999999997,0.0,50831000000.0,50831000000.0,0.34299999999999997,40448000000.0,180783000000.0,744851202882.0,18.0,14.652999999999999,27663000000.0,39.846,1.0,0.5579999999999999,196774000000.0,176535750000.0,751727202882.0,0.23399999999999999,21.636,21.656,5.069,5.069,3.911,0.22899999999999998,213.612,0.0,0.145,0.192,0.273,237199000000.0,341.665,110437000000.0
163,2019-06-30,T,0.34,540508000000.0,25.160999999999998,0.711,1.915,0.06,60331000000.0,60331000000.0,0.32899999999999996,21513000000.0,184326500000.0,431772980000.0,14.0,7.157,29421000000.0,4.018,1.0,0.535,372086000000.0,361216000000.0,244555980000.0,0.095,14.067,14.08,1.337,1.3330000000000002,1.327,0.083,25.06,0.8490000000000001,0.032,0.094,0.163,255755000000.0,34.925,-19158000000.0
123,2019-06-30,MA,0.6509999999999999,24112750000.0,4.91,1.492,3.918,0.004,8856000000.0,8856000000.0,0.564,8201000000.0,5336500000.0,269621228680.0,32.0,30.445,5970000000.0,5.853,1.0,1.0,11532000000.0,9072500000.0,270223228680.0,0.42700000000000005,40.284,40.51,17.178,17.204,53.958,0.925,15.399000000000001,0.17800000000000002,0.278,1.2570000000000001,0.534,19975000000.0,19.583,4668000000.0
182,2019-07-31,WMT,2.2640000000000002,228820750000.0,24.65,0.764,2.2430000000000003,0.019,31301000000.0,31301000000.0,0.06,17943000000.0,70756000000.0,381278229482.0,19.0,12.181,17352000000.0,6.082000000000001,1.0,0.249,188550000000.0,175129250000.0,315104229482.0,0.025,24.524,24.749000000000002,0.608,0.608,4.481,0.11699999999999999,181.55900000000003,0.47100000000000003,0.055999999999999994,0.182,0.04,203407000000.0,71.296,-18912000000.0
42,2019-07-31,CRM,0.47600000000000003,30953750000.0,22.121,0.971,0.9420000000000001,0.0,2439000000.0,2439000000.0,0.166,1013000000.0,15977500000.0,122013000000.0,120.0,50.026,3235000000.0,4.169,1.0,0.748,10124000000.0,7297500000.0,119892000000.0,0.064,126.20200000000001,123.6,8.14,8.14,6.984,0.139,18.980999999999998,0.0,0.031,0.059000000000000004,0.069,17809000000.0,22.95,-292000000.0
62,2019-08-04,HD,2.283,48182000000.0,-1.0590000000000002,1.101,-45.836000000000006,0.023,17938000000.0,17938000000.0,0.163,14696000000.0,-965250000.0,265741695903.0,17.0,14.814,11059000000.0,10.1,1.0,0.342,62884000000.0,56504250000.0,233425695903.0,0.102,20.836,21.005,2.112,2.122,-201.229,0.27899999999999997,100.46799999999999,0.473,0.233,-11.606,0.14300000000000002,49756000000.0,45.43899999999999,1901000000.0
112,2019-09-27,KO,0.413,87248000000.0,4.372,0.9209999999999999,3.5669999999999997,0.028999999999999998,11440000000.0,11440000000.0,0.318,9232000000.0,17902500000.0,268003050103.0,26.0,23.427,9163000000.0,2.141,1.0,0.607,68947000000.0,69780250000.0,232231050103.0,0.215,29.973000000000003,30.006,6.456,6.45,12.41,0.146,8.412,0.878,0.08900000000000001,0.433,0.28300000000000003,61103000000.0,14.276,-1983000000.0
2,2019-09-28,AAPL,0.7559999999999999,344118000000.0,19.595,1.54,2.741,0.013999999999999999,78284000000.0,78284000000.0,0.301,65737000000.0,102674000000.0,1046774967600.0,16.0,13.372,58896000000.0,12.754000000000001,1.0,0.37799999999999995,292001000000.0,310171750000.0,988886967600.0,0.212,17.896,18.281,3.884,3.801,10.927999999999999,0.212,56.341,0.251,0.161,0.5379999999999999,0.253,338516000000.0,73.306,57101000000.0
82,2019-09-28,INTC,0.54,130487000000.0,16.908,1.195,0.802,0.025,32245000000.0,32245000000.0,0.45799999999999996,21625000000.0,74353250000.0,250903400000.0,11.0,7.781000000000001,14720000000.0,3.352,1.0,0.589,97930000000.0,99332500000.0,224955400000.0,0.275,11.633,11.727,3.167,3.195,3.03,0.22,16.035999999999998,0.28800000000000003,0.14800000000000002,0.26,0.311,98022000000.0,22.323,4893000000.0
92,2019-09-29,JNJ,0.5329999999999999,153404750000.0,22.09,1.261,1.672,0.028999999999999998,23643000000.0,23643000000.0,0.289,16232000000.0,59425500000.0,354438686772.0,21.0,14.991,19706000000.0,7.478,1.0,0.665,52191000000.0,55309750000.0,339396686772.0,0.17300000000000001,23.984,24.173000000000002,4.147,4.154,5.831,0.302,31.006999999999998,0.695,0.092,0.23800000000000002,0.205,74384000000.0,28.228,9171000000.0
142,2019-09-29,PFE,0.331,160372000000.0,11.741,0.905,1.614,0.039,24485000000.0,24485000000.0,0.462,18218000000.0,61721000000.0,245225571346.0,13.0,10.015,10897000000.0,1.965,1.0,0.799,85688000000.0,82398250000.0,200334571346.0,0.306,12.353,12.404000000000002,3.787,3.7769999999999997,3.077,0.221,9.565,0.486,0.10099999999999999,0.263,0.34299999999999997,72786000000.0,13.126,-3515000000.0
162,2019-09-30,T,0.335,543989500000.0,24.983,0.7440000000000001,1.936,0.054000000000000006,57674000000.0,57674000000.0,0.316,20041000000.0,184126750000.0,459203880000.0,16.0,7.962000000000001,29059000000.0,3.966,1.0,0.535,373499000000.0,367441500000.0,276496880000.0,0.09,16.894000000000002,16.969,1.52,1.516,1.511,0.078,24.889,0.91,0.03,0.08900000000000001,0.156,260749000000.0,35.586999999999996,-17431000000.0
172,2019-09-30,V,0.32299999999999995,71085750000.0,17.351,1.5630000000000002,1.092,0.006,16073000000.0,16073000000.0,0.7,14884000000.0,34512250000.0,349133190940.0,23.0,21.721999999999998,12028000000.0,6.017,1.0,0.85,24409000000.0,24075500000.0,341253190940.0,0.526,28.249000000000002,32.333,14.965,14.852,9.839,0.64,11.494000000000002,0.188,0.17,0.35,0.6709999999999999,30138000000.0,15.077,7555000000.0
52,2019-09-30,GOOGL,0.621,249571500000.0,281.17900000000003,3.782,0.349,0.0,49941000000.0,49941000000.0,0.322,38993000000.0,187065250000.0,843311461119.0,22.0,16.886,28469000000.0,41.056999999999995,1.0,0.556,201720000000.0,186856500000.0,846736461119.0,0.21,25.958000000000002,25.987,5.461,5.461,4.343,0.209,223.62,0.0,0.131,0.174,0.251,243228000000.0,350.777,109134000000.0
192,2019-09-30,XOM,0.758,355618750000.0,44.885,0.779,0.8540000000000001,0.048,41110000000.0,41110000000.0,0.152,21163000000.0,191077000000.0,339741415419.0,15.0,8.264,8220000000.0,1.943,1.0,0.34600000000000003,336961000000.0,329498500000.0,298758415419.0,0.054000000000000006,20.393,20.526,1.1079999999999999,1.1079999999999999,1.5730000000000002,0.067,63.733000000000004,0.983,0.040999999999999995,0.077,0.08199999999999999,359361000000.0,84.93299999999999,-14187000000.0
72,2019-09-30,IBM,0.552,139645000000.0,20.266,1.087,7.325,0.044000000000000004,17304000000.0,17304000000.0,0.22399999999999998,10600000000.0,17219500000.0,161593965913.0,14.0,9.339,12835000000.0,14.485999999999999,1.0,0.46799999999999997,102259000000.0,94939000000.0,128823965913.0,0.1,16.704,16.773,1.67,1.67,7.1739999999999995,0.124,87.056,0.736,0.055,0.44799999999999995,0.153,76056000000.0,85.84200000000001,3055000000.0
132,2019-09-30,MSFT,0.47700000000000004,271912750000.0,13.892999999999999,2.8539999999999996,1.63,0.013000000000000001,57969000000.0,57969000000.0,0.447,46153000000.0,98845750000.0,1006097968880.0,22.0,17.355999999999998,38638000000.0,5.061,1.0,0.6659999999999999,110734000000.0,109805750000.0,1061550968880.0,0.317,25.831999999999997,25.938000000000002,8.176,8.177,10.009,0.42,17.005,0.34299999999999997,0.151,0.41600000000000004,0.35600000000000004,229334000000.0,30.041,107778000000.0
22,2019-09-30,BA,0.701,124106750000.0,-7.231,1.107,-33.141,0.021,6993000000.0,6993000000.0,0.08,4129000000.0,-2243500000.0,224143276744.0,47.0,32.053000000000004,1176000000.0,2.066,1.0,0.132,43991000000.0,35011750000.0,214094276744.0,0.044000000000000004,56.37,57.473,2.49,2.461,-52.015,0.136,152.827,1.19,0.031,-1.693,0.055,120948000000.0,212.488,9810000000.0
122,2019-09-30,MA,0.657,24773000000.0,4.885,1.386,4.23,0.005,9167000000.0,9167000000.0,0.563,8471000000.0,5130000000.0,276577914453.0,32.0,30.171,5869000000.0,5.794,1.0,1.0,11694000000.0,9968250000.0,275523914453.0,0.425,39.833,40.055,16.902,16.928,55.673,0.871,16.067,0.183,0.27899999999999997,1.348,0.5329999999999999,20947000000.0,20.678,4133000000.0
152,2019-09-30,PG,0.58,118628250000.0,17.747,0.725,1.4280000000000002,0.024,9783000000.0,9783000000.0,0.142,6391000000.0,51139500000.0,337084057506.0,49.0,34.455999999999996,12498000000.0,4.721,1.0,0.491,40407000000.0,52202250000.0,311231057506.0,0.062,72.531,77.737,4.787,4.524,6.624,0.132,25.984,1.829,0.036000000000000004,0.084,0.1,50451000000.0,19.055999999999997,-8328000000.0
102,2019-09-30,JPM,0.042,2712940000000.0,82.647,,9.458,0.027000000000000003,49341000000.0,49341000000.0,0.435,41037000000.0,260978750000.0,658716008355.0,16.0,13.35,-76617000000.0,-23.954,1.0,1.0,3048117000000.0,2948226500000.0,376312008355.0,0.293,11.337,11.572000000000001,3.319,3.318,1.4240000000000002,0.013999999999999999,35.455999999999996,0.315,0.012,0.127,0.36200000000000004,2711583000000.0,847.7669999999999,
12,2019-09-30,AMZN,1.452,182800000000.0,114.15799999999999,1.0959999999999999,2.523,0.0,34674000000.0,34674000000.0,0.131,13261000000.0,50382000000.0,894525322999.0,60.0,25.798000000000002,23464000000.0,47.402,1.0,0.41100000000000003,148504000000.0,126395500000.0,858678322999.0,0.043,75.67399999999999,75.278,3.237,3.235,15.196,0.11699999999999999,536.299,0.0,0.062,0.225,0.055999999999999994,184365000000.0,372.455,6918000000.0
32,2019-09-30,BRK,0.34600000000000003,748777000000.0,161.937,,0.973,0.0,46825000000.0,46825000000.0,0.18100000000000002,32869000000.0,374433250000.0,566032302673.0,15.0,12.088,21819000000.0,8.886000000000001,1.0,0.239,703884000000.0,691663750000.0,510759302673.0,0.10400000000000001,19.011,18.894000000000002,1.974,1.974,1.285,0.053,105.383,0.0,0.036000000000000004,0.07200000000000001,0.142,676466000000.0,275.508,
41,2019-10-31,CRM,0.431,36792250000.0,37.86,1.053,0.501,0.0,2726000000.0,2726000000.0,0.172,949000000.0,20624000000.0,139751730000.0,147.0,51.266000000000005,3356000000.0,3.818,1.0,0.75,11156000000.0,8814750000.0,137241730000.0,0.046,186.47,158.071,8.679,8.658999999999999,4.124,0.10800000000000001,18.032,0.0,0.02,0.036000000000000004,0.06,19404000000.0,22.075,552000000.0
181,2019-10-31,WMT,2.245,232132500000.0,25.201999999999998,0.8109999999999999,2.254,0.018000000000000002,33320000000.0,33320000000.0,0.064,19814000000.0,70669250000.0,398946751221.0,18.0,11.972999999999999,14318000000.0,5.0360000000000005,1.0,0.248,192672000000.0,182896000000.0,333520751221.0,0.027999999999999997,23.118000000000002,23.266,0.64,0.64,4.655,0.12300000000000001,183.287,0.419,0.062,0.204,0.043,209114000000.0,73.554,-15872000000.0
61,2019-11-03,HD,2.22,49959250000.0,-0.9940000000000001,1.082,-49.345,0.022000000000000002,18068000000.0,18068000000.0,0.163,14717000000.0,-1565750000.0,291849630346.0,18.0,16.153,11077000000.0,10.172,1.0,0.341,63349000000.0,60150000000.0,259923630346.0,0.1,23.406,23.476,2.33,2.343,-240.225,0.263,101.868,0.505,0.222,-7.0920000000000005,0.14300000000000002,50056000000.0,45.965,1609000000.0
81,2019-12-28,INTC,0.5429999999999999,132627250000.0,17.547,1.4,0.762,0.021,34400000000.0,34400000000.0,0.478,24058000000.0,75088500000.0,286320000000.0,12.0,8.323,16932000000.0,3.833,1.0,0.586,101918000000.0,100230000000.0,261348000000.0,0.292,12.417,12.595,3.688,3.6319999999999997,3.372,0.235,16.293,0.264,0.159,0.28,0.32799999999999996,99421000000.0,22.509,8929000000.0
1,2019-12-28,AAPL,0.797,335842750000.0,20.279,1.598,2.804,0.01,79717000000.0,79717000000.0,0.298,67749000000.0,95583750000.0,1346861197000.0,20.0,16.896,63970000000.0,14.489,1.0,0.379,306978000000.0,303067500000.0,1287658197000.0,0.215,22.384,22.712,4.78,4.81,14.382,0.22399999999999998,60.63,0.23800000000000002,0.171,0.602,0.253,340618000000.0,77.149,61070000000.0
91,2019-12-29,JNJ,0.531,154598250000.0,22.483,1.2590000000000001,1.652,0.026000000000000002,24655000000.0,24655000000.0,0.3,17328000000.0,59355250000.0,396564402154.0,22.0,16.085,19918000000.0,7.53,1.0,0.664,50873000000.0,54019750000.0,383595402154.0,0.184,25.372,25.480999999999998,4.698,4.675,6.45,0.327,31.023000000000003,0.6559999999999999,0.098,0.255,0.215,76446000000.0,28.901,9310000000.0
171,2019-12-31,V,0.327,71867250000.0,17.913,1.27,1.12,0.006,16406000000.0,16406000000.0,0.6970000000000001,15228000000.0,34806000000.0,377721937135.0,24.0,23.023000000000003,12575000000.0,6.386,1.0,0.846,20584000000.0,23555500000.0,370035937135.0,0.526,29.901999999999997,34.288000000000004,15.727,15.729000000000001,10.492,0.6679999999999999,11.948,0.192,0.172,0.35600000000000004,0.669,31877000000.0,16.189,4740000000.0
21,2019-12-31,BA,0.597,128173250000.0,-15.311,1.051,-16.47,0.025,734000000.0,734000000.0,0.01,-2259000000.0,-4482500000.0,198223872062.0,-129.0,270.06,-3946000000.0,-7.011,1.0,0.057999999999999996,42732000000.0,38017250000.0,183334872062.0,-0.008,-288.262,-290.857,2.395,2.395,-21.276,-0.04,136.034,-7.3389999999999995,-0.005,0.142,-0.02,122227000000.0,217.18,4917000000.0
31,2019-12-31,BRK,0.42200000000000004,776260750000.0,173.775,,0.9159999999999999,0.0,116346000000.0,116346000000.0,0.35600000000000004,102321000000.0,393455250000.0,581096235407.0,5.0,4.995,22708000000.0,9.289,1.0,0.39399999999999996,743989000000.0,712061250000.0,553678235407.0,0.249,6.801,6.818,1.692,1.692,1.3030000000000002,0.149,133.861,0.0,0.105,0.207,0.325,704796000000.0,288.32,
191,2019-12-31,XOM,0.737,359719000000.0,45.295,0.782,0.8540000000000001,0.049,39450000000.0,39450000000.0,0.149,19622000000.0,191041000000.0,337041581285.0,16.0,8.544,5355000000.0,1.266,1.0,0.342,342439000000.0,334155250000.0,295246581285.0,0.054000000000000006,20.589000000000002,20.768,1.114,1.114,1.541,0.061,62.617,1.021,0.04,0.075,0.077,362597000000.0,85.698,-13937000000.0
51,2019-12-31,GOOGL,0.622,260350750000.0,292.077,3.3739999999999997,0.37,0.0,51406000000.0,51406000000.0,0.318,39625000000.0,193018750000.0,921476472316.0,23.0,17.925,30972000000.0,44.907,1.0,0.556,204355000000.0,196601500000.0,923760472316.0,0.212,26.898000000000003,27.009,5.707000000000001,5.707000000000001,4.586,0.20199999999999999,234.68200000000002,0.0,0.132,0.17800000000000002,0.245,253306000000.0,367.277,107357000000.0
111,2019-12-31,KO,0.423,88039250000.0,4.439,0.757,3.4389999999999996,0.028999999999999998,13032000000.0,13032000000.0,0.35,10721000000.0,18402500000.0,270090597717.0,23.0,20.725,9395000000.0,2.197,1.0,0.608,67458000000.0,70155000000.0,237146597717.0,0.239,26.586,26.483,6.351,6.364,12.494000000000002,0.166,8.715,0.7659999999999999,0.10099999999999999,0.485,0.313,59615000000.0,13.942,-6562000000.0
101,2019-12-31,JPM,0.042,2729151750000.0,81.12100000000001,,9.283,0.024,51124000000.0,51124000000.0,0.442,42756000000.0,262182500000.0,773759998406.0,18.0,15.135,6046000000.0,1.8769999999999998,1.0,1.0,2886500000000.0,2964097250000.0,437225998406.0,0.3,12.620999999999999,12.967,3.884,3.781,1.673,0.013999999999999999,35.891999999999996,0.307,0.013000000000000001,0.132,0.37,2634038000000.0,817.643,
121,2019-12-31,MA,0.653,25867000000.0,5.794,1.42,3.945,0.004,10477000000.0,10477000000.0,0.621,9731000000.0,5254500000.0,302697610093.0,30.0,28.892,7455000000.0,7.33,1.0,1.0,12063000000.0,10998000000.0,301236610093.0,0.48100000000000004,37.107,37.417,17.986,17.843,51.118,0.905,16.601,0.165,0.314,1.545,0.59,23798000000.0,23.4,4998000000.0
11,2019-12-31,AMZN,1.4140000000000001,198450000000.0,125.62799999999999,1.097,2.63,0.0,37351000000.0,37351000000.0,0.133,13962000000.0,55009750000.0,952428935005.0,61.0,25.499000000000002,25825000000.0,52.277,1.0,0.41,149795000000.0,143568250000.0,916153935005.0,0.040999999999999995,79.061,78.766,3.2539999999999996,3.266,14.762,0.10800000000000001,567.8580000000001,0.0,0.057999999999999996,0.21100000000000002,0.055,210494000000.0,426.101,8522000000.0
141,2019-12-31,PFE,0.319,162388750000.0,11.338,0.879,1.6480000000000001,0.037000000000000005,23667000000.0,23667000000.0,0.457,17657000000.0,61655000000.0,266702914222.0,15.0,11.269,9994000000.0,1.795,1.0,0.8029999999999999,87007000000.0,84264250000.0,216826914222.0,0.314,13.324000000000002,13.418,4.216,4.19,3.4339999999999997,0.21,9.293,0.493,0.1,0.264,0.341,73466000000.0,13.192,-4501000000.0
131,2019-12-31,MSFT,0.483,277896500000.0,14.448,2.801,1.568,0.012,61877000000.0,61877000000.0,0.461,49853000000.0,103341000000.0,1142580645960.0,23.0,18.465,40580000000.0,5.325,1.0,0.677,116307000000.0,111464500000.0,1203062645960.0,0.33,27.143,27.19,8.952,8.961,10.925999999999998,0.447,17.616,0.326,0.159,0.429,0.371,233420000000.0,30.629,107434000000.0
151,2019-12-31,PG,0.602,115637250000.0,17.455,0.627,1.4340000000000002,0.024,10384000000.0,10384000000.0,0.149,7003000000.0,49005750000.0,331686124795.0,45.0,31.941999999999997,12951000000.0,4.9239999999999995,1.0,0.498,63420000000.0,55684250000.0,311477124795.0,0.069,64.702,68.626,4.72,4.476,6.785,0.134,26.461,1.624,0.042,0.098,0.107,71725000000.0,27.271,-11247000000.0
161,2019-12-31,T,0.33,548940750000.0,25.218000000000004,0.795,1.8980000000000001,0.052000000000000005,54035000000.0,54035000000.0,0.298,17396000000.0,184159750000.0,466355400000.0,18.0,8.631,29233000000.0,4.002,1.0,0.536,367066000000.0,372803750000.0,285479400000.0,0.077,20.538,20.568,1.5759999999999998,1.5759999999999998,1.55,0.069,24.804000000000002,1.074,0.025,0.075,0.142,263156000000.0,36.024,-14150000000.0
